# Setpoints,Voltages
4.670000000000000000e+02,3.716583000000000525e-01
4.680000000000000000e+02,3.724588000000000343e-01
4.690000000000000000e+02,3.732898999999998968e-01
4.700000000000000000e+02,3.741418000000000244e-01
4.710000000000000000e+02,3.749909500000000451e-01
4.720000000000000000e+02,3.758357499999999685e-01
4.730000000000000000e+02,3.766427499999999706e-01
4.740000000000000000e+02,3.774392500000000039e-01
4.750000000000000000e+02,3.782962500000000006e-01
4.760000000000000000e+02,3.791228500000000112e-01
4.770000000000000000e+02,3.799773500000000470e-01
4.780000000000000000e+02,3.808061999999999836e-01
4.790000000000000000e+02,3.816071999999999798e-01
4.800000000000000000e+02,3.824203500000000200e-01
4.810000000000000000e+02,3.832802499999999890e-01
4.820000000000000000e+02,3.841454499999999994e-01
4.830000000000000000e+02,3.849498000000000086e-01
4.840000000000000000e+02,3.857125000000000137e-01
4.850000000000000000e+02,3.865250999999999548e-01
4.860000000000000000e+02,3.873887999999999776e-01
4.870000000000000000e+02,3.882471500000000408e-01
4.880000000000000000e+02,3.890441499999999775e-01
4.890000000000000000e+02,3.898747500000000477e-01
4.900000000000000000e+02,3.906970999999999083e-01
4.910000000000000000e+02,3.915459499999999760e-01
4.920000000000000000e+02,3.923615000000000852e-01
4.930000000000000000e+02,3.931989500000000470e-01
4.940000000000000000e+02,3.940678499999999973e-01
4.950000000000000000e+02,3.949340499999999810e-01
4.960000000000000000e+02,3.957332500000000364e-01
4.970000000000000000e+02,3.964948499999999543e-01
4.980000000000000000e+02,3.973717999999999972e-01
4.990000000000000000e+02,3.981747500000000217e-01
5.000000000000000000e+02,3.990160000000000373e-01
5.010000000000000000e+02,3.998210500000000112e-01
5.020000000000000000e+02,4.006343999999999461e-01
5.030000000000000000e+02,4.014958999999999056e-01
5.040000000000000000e+02,4.022634999999999961e-01
5.050000000000000000e+02,4.030654000000000181e-01
5.060000000000000000e+02,4.039326999999999224e-01
5.070000000000000000e+02,4.047443499999999750e-01
5.080000000000000000e+02,4.055762500000000270e-01
5.090000000000000000e+02,4.064234999999999931e-01
5.100000000000000000e+02,4.073087000000000235e-01
5.110000000000000000e+02,4.081036499999999845e-01
5.120000000000000000e+02,4.090332499999999594e-01
5.130000000000000000e+02,4.097242500000000121e-01
5.140000000000000000e+02,4.105012000000000105e-01
5.150000000000000000e+02,4.113081999999999572e-01
5.160000000000000000e+02,4.120774999999999855e-01
5.170000000000000000e+02,4.129143499999999856e-01
5.180000000000000000e+02,4.136582000000000869e-01
5.190000000000000000e+02,4.144487499999999214e-01
5.200000000000000000e+02,4.152379499999999668e-01
5.210000000000000000e+02,4.159831999999999974e-01
5.220000000000000000e+02,4.167623499999999481e-01
5.230000000000000000e+02,4.175264499999999934e-01
5.240000000000000000e+02,4.183390000000000164e-01
5.250000000000000000e+02,4.191050499999999235e-01
5.260000000000000000e+02,4.198763999999999830e-01
5.270000000000000000e+02,4.206404499999999436e-01
5.280000000000000000e+02,4.214248500000000175e-01
5.290000000000000000e+02,4.222567000000000403e-01
5.300000000000000000e+02,4.229941500000000687e-01
5.310000000000000000e+02,4.238029499999999561e-01
5.320000000000000000e+02,4.245398499999999409e-01
5.330000000000000000e+02,4.253387499999999877e-01
5.340000000000000000e+02,4.261553000000000146e-01
5.350000000000000000e+02,4.269187000000000398e-01
5.360000000000000000e+02,4.276810500000000070e-01
5.370000000000000000e+02,4.285118499999999164e-01
5.380000000000000000e+02,4.292932000000000414e-01
5.390000000000000000e+02,4.300502500000000228e-01
5.400000000000000000e+02,4.308835500000000041e-01
5.410000000000000000e+02,4.316651499999998864e-01
5.420000000000000000e+02,4.324434499999999515e-01
5.430000000000000000e+02,4.331451499999999788e-01
5.440000000000000000e+02,4.339676499999999271e-01
5.450000000000000000e+02,4.347833999999999866e-01
5.460000000000000000e+02,4.355739499999999320e-01
5.470000000000000000e+02,4.363647999999999416e-01
5.480000000000000000e+02,4.371429500000000301e-01
